job_id,file,vendor,date,total,confidence,source,status,retry_count,last_error
6881d56d-9b01-4f8e-aba1-928b84e9bf3d,C:\Users\Acer\Desktop\emmaRobot\images\X51007846403.jpg,Royaltea,2018-06-02,13.7,0.85,LLM,SUCCESS,0,
6f290510-5005-40da-93de-2d172d2cd8e5,C:\Users\Acer\Desktop\emmaRobot\images\X51008142061.jpg,KEDAI PAPAN YEW CHUAN (-K),2018-05-03,178.08,0.7755000000000001,OCR_RULE,SUCCESS,0,
70826e32-80a4-457c-8a80-c6beba2e78af,C:\Users\Acer\Desktop\emmaRobot\images\X51007225399.jpg,ENW Hardware Centre (M) Sdn. Bhd.,2018-04-14,156.0,0.8044791666666667,OCR_RULE,SUCCESS,0,
79192690-704e-4ce9-9ed4-955affe0337d,C:\Users\Acer\Desktop\emmaRobot\images\X51005605295.jpg,ECONSAVE,2018-03-22,4.2,0.85,LLM,SUCCESS,0,
7dd03d11-e447-4fed-9b97-54e1558ccc67,C:\Users\Acer\Desktop\emmaRobot\images\X51005705784.jpg,(EDA BUKU NEW ACHEIVERS i,2017-09-15,48.0,0.7909166666666666,OCR_RULE,SUCCESS,0,
7e554d2a-306d-4baa-a2e9-0e818271353e,C:\Users\Acer\Desktop\emmaRobot\images\X51005605332.jpg,POPULAR BOOK co. (M) SDN BHD,2018-03-14,7.95,0.8559375,OCR_RULE,SUCCESS,0,
802b8a1a-a835-4e80-abf1-8285fac692a5,C:\Users\Acer\Desktop\emmaRobot\images\X51005719889.jpg,HENG KEE DELIGHTS BAK KUT TEH,2018-01-04,42.0,0.85,LLM,SUCCESS,0,
82178516-c3c6-4151-8c83-7575ff7d274c,C:\Users\Acer\Desktop\emmaRobot\images\X51007846288.jpg,UNIHAKKA INTERNATIONAL SDN BRD,2018-06-06,7.25,0.85,LLM,SUCCESS,0,
8234f4aa-80f3-4b3d-b2bd-0f3e2f88952d,C:\Users\Acer\Desktop\emmaRobot\images\X51008145450.jpg,GH DISTRIBUTOR & MARKETING SON BHD,2018-06-20,85.2,0.8150208333333334,OCR_RULE,SUCCESS,0,
86de9ba4-6e93-496b-8e16-7dccd48a1801,C:\Users\Acer\Desktop\emmaRobot\images\X51006913054.jpg,DE LUXE CIRCLE FRESH MART SDN BHD,2018-05-12,12.0,0.85,OCR_RULE,SUCCESS,0,
8d0f042d-20d0-4f0c-bb0e-018ca48f32c3,C:\Users\Acer\Desktop\emmaRobot\images\X51006828201.jpg,THE COFFEE BERN & TEA LEAF (H) SDN. BHD.,2017-12-15,39.7,0.8279166666666667,OCR_RULE,SUCCESS,0,
8d21ae52-535c-4ed8-9b63-cb3e7696a184,C:\Users\Acer\Desktop\emmaRobot\images\X51007391390.jpg,Super Ninety Nine Sdn.Bhd.,2018-05-31,3.0,0.85,LLM,SUCCESS,0,
9cc2213e-a8e7-47f5-9b60-fdaa0ebb3e56,C:\Users\Acer\Desktop\emmaRobot\images\X51006619772.jpg,Golden Arches Restaurants Sdn Bhd,2016-07-24,28.2,0.9441666666666667,OCR_RULE,SUCCESS,0,
9fa45eb9-0131-47cb-aa56-a1e407bfe4e7,C:\Users\Acer\Desktop\emmaRobot\images\X51007846358.jpg,OLD TOWN WHITE COFFEE,2018-06-03,28.0,0.85,LLM,SUCCESS,0,
b01bb522-828d-4bd7-9626-3c2a6c2221f7,C:\Users\Acer\Desktop\emmaRobot\images\X51005806702.jpg,SINNATHAMBY HOLDINGS SDN. BHD.,2018-02-06,13.5,0.8533333333333334,OCR_RULE,SUCCESS,0,
b4377447-0617-4024-beda-ff4fab984a48,C:\Users\Acer\Desktop\emmaRobot\images\X51005806685.jpg,ADVANCO COMPANY,2018-01-17,29.0,0.7985208333333333,OCR_RULE,SUCCESS,0,
b5393b1d-e8b2-4cbf-94a3-1a8ee2f4c7ae,C:\Users\Acer\Desktop\emmaRobot\images\X51007231338.jpg,AMPHAWA THAI TEA & CO. a,2018-05-11,9.45,0.8895,OCR_RULE,SUCCESS,0,
b9ef29a4-0609-47e1-a182-d39519156032,C:\Users\Acer\Desktop\emmaRobot\images\X51005705729.jpg,ASO ELECTRICAL TRADING SDN BHD,2017-10-13,94.69,0.7168749999999999,OCR_RULE,SUCCESS,0,
bda79b46-0088-4f8e-ba2f-80b659d45a44,C:\Users\Acer\Desktop\emmaRobot\images\X51007339094.jpg,SANYO STATIONERY SHOP SETIA ALAM,2017-05-22,35.0,0.9453125,OCR_RULE,SUCCESS,0,
d5fee1d3-56ed-4f27-a330-2af240ddcdbb,C:\Users\Acer\Desktop\emmaRobot\images\X51008099071.jpg,LEONG HENG SHELL SERVICE STATION,2018-06-20,50.0,0.8283125,OCR_RULE,SUCCESS,0,
de4ee221-d299-4798-8275-d5fd3927c13f,C:\Users\Acer\Desktop\emmaRobot\images\X51006401723.jpg,SNY STATIONERY,2017-01-05,72.0,0.85,LLM,SUCCESS,0,
f67929e6-a07a-4743-adca-6376b7ebce17,C:\Users\Acer\Desktop\emmaRobot\images\X51007225398.jpg,ENW Hardware Centre (M) Sdn. Bhd.,2018-04-13,27.0,0.8107291666666666,OCR_RULE,SUCCESS,0,
